Item;TAG;DESCRIÇÃO;SALA/BLOCO;BLOCO;MARCA;MODELO;Nº DE SÉRIE;STATUS DE USO;MÉTODO;ROTINA DE USO;STATUS DE AQUISIÇÃO;INSTALAÇÃO;MANUTENÇÃO;CALIBRAÇÃO;QUALIFICAÇÃO;HANDOVER;FORMULÁRIO;RELATÓRIO HOMOLOGADO;N° PROCESSO;N° CONTRATO;EMPRESA;COMENTÁRIOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;N311-52;Bomba de vácuo isenta de óleo;N311;B06;Thermo;OFP400-115;1155067801220331;EM USO;;;TAKEDA;INSTALADO;NÃO;NÃO;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;N311-53;Refrigerated vapor trap;N311;B06;Thermo;RVT5105-230;220124599;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;N311-54;Concentrador de Amostras;N311;B06;Techne;FSC496D;NÃO CONSTA;EM USO;n-glicanos em rFVIII ;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;N311-55;Dessecador em acrílico;N311;B06;Outletlab;Não Consta;2851.24;EM USO;Determinação de Tris e Histidina;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;N311-56;Dessecador em acrílico;N311;B06;Outletlab;Não Consta;2852.24;EM USO;Determinação de Tris e Histidina;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;N314-01;Sistema de Cromatografia Gasosa (CG) com Headspace + Gerador de Ar e Hidrogênio;N314;B06;Agilent;"CG – 8890
Amostrador - PAL RSI 85
Gerador de Ar Sintético
Gerador de Ar comprimido de Precisão 
Gerador de Hidrogênio SL 100";"CG - CN2143A139
Amostrador – CH00587566
Controlador - 576151
Gerador de Ar Sintético - 721110021
Gerador de Ar comprimido de Precisão - 721100899";EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.008005/2023;21/2024;AGILENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;N314-02;Sistema de Cromatografia Gasosa (CG) com Headspace + Gerador de Ar e Hidrogênio;N314;B06;Agilent;"CG – 8890
Amostrador - PAL RSI 85
Gerador de Ar Sintético
Gerador de Ar comprimido de Precisão 
Gerador de Hidrogênio SL 100";"CG - CN2143A138
Amostrador – CH00579388
Controlador - 576086
Gerador de Ar Sintético - 721110022
Gerador de Ar comprimido de Precisão - 721100830
Gerador de Hidrogênio - 721090508";EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.008005/2023;21/2024;AGILENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;N314-03;HPLC Alliance e2695 com detectores UV-Vis e ELS;N313;B06;Waters;"HPLC - e2695
UV/Vis - 2489
ELS - 2424";"HPLC - K21SM4317A
UV/Vis - K2187E434A
ELS - K21ELS219M
BOMBA – K21SHC851A
INJETOR – K21SMC9306
PC - S4SV2737";EM USO;"Fator VIII recombinante em BDS; 
TTT";;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.005314/2023;14/2024;WATERS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;N314-04;HPLC Alliance e2695 com detector de fluorecência;N313;B06;Waters;"HPLC - e2695
FLR - 2475";"HPLC - A22SM4082A
FLR - M21475660G
Forno - K21SMC032G
BOMBA – M21SHC754A
PC - S4SV2732";EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina ";;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.005314/2023;14/2024;WATERS;Aguardando homologação do relatório de requalificação (Williamis);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;N314-05;HPLC Alliance e2695 com detector de índice de refração ;N313;B06;Waters;"HPLC - e2695
RI - 2414 ";"HPLC - A22SM4081A
RI - A22214187M
Forno - K21SMC012G
BOMBA – M21SHC753A
PC - S4SV2715";EM USO;"Manitol e Trealose; 
TTT";;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.005314/2023;14/2024;WATERS;Aguardando homologação do relatório de requalificação (Williamis);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;N314-06;HPLC ACQUITY Arc Bio System com detector de fluorescência com célula de fluxo de baixa dispersão;N313;B06;Waters;FLR - 2475;"QSM-R - L21BQS160M
FTN-R - K21BFT139N
FLR - K21VFL095G
Forno - K21BHC088G   PC - S4SV2743";EM USO; n-glicanos em rFVIII ;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;25800.005314/2023;14/2024;WATERS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;N314-07;Banho-maria (37°C ±1°C);N314;B06;Polyscience;WB05;W214B0191;EM USO;;;TAKEDA;INSTALADO;SIM;SIM;NÃO;INTEGRAL;ASSINADO;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;N319-01;Analisador de Hemostasia BCS-XP;N319;B06;Siemens;BCS-XP;3229935;EM USO;POTÊNCIA;;TAKEDA;INSTALADO;SIM;NÃO;SIM;INTEGRAL;ASSINADO;HOMOLOGADO;;;;Sensor de temperatura do rotor esquerdo apresentando defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;N323-01;Máquina de Gelo;N323;B06;Hexport Equipamentos;MGES0050-16;PCES0050150018;EM USO;"POTÊNCIA; 
Fator VIII recombinante em BDS";;ADQUIRIDO;INSTALADO;SIM;NÃO;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;PAQ-512-0001;Paquímetro digital;N125;B06;Mitutoyo;500-171-20B;14904644;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Calibração realizada. Aguardando a avaliação do SVC.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;PAQ-512-0002;Paquímetro analógico;N125;B06;Mitutoyo;530-118;22202064;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;"Calibração realizada. Aguardando revisão do plano de calibração
21/03: O SVC fez nova avaliação do certificado e solicitou a inclusão de algumas informações. Aguardando devolutiva de Rafael
11/06: Aguardando retorno do stardoc";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;PHM-512-0001;pHmetro portátil;N119;B06;Hanna;HI8424;8591896;OBSOLETO;;NÃO;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;EQUIPAMENTO FORA DE USO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;PHM-512-0002;Medidor de pH e Condutividade de Bancada;N119;B06;Metrohm;"Módulo de pH 867;
Módulo de Condutividade: 856";"1867001032001
1856001012225";EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R;
pH do BDS;
pH DO HEMO-8r; 
Determinação dos Agregados de Proteínas;
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
 n-glicanos em Rfviii; 
TTT  ";SIM;ADQUIRIDO;INSTALADO;SIM;SIM;SIM;N/A;N/A;N/A;25800.006163/2023;42/2024;METROHM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;PIP-512-0001;Micropipeta F1N 100 a 1000?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH02387;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
pH do BDS; 
Determinação dos Agregados de Proteínas; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII
TTT";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;PIP-512-0002;Micropipeta F1N 100 a 1000?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH02388;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
pH do BDS;
Determinação dos Agregados de Proteínas; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII
TTT";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;PIP-512-0003;Micropipeta F1N 100 a 1000?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH02389;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
pH do BDS; 
Determinação dos Agregados de Proteínas; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII
TTT";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;PIP-512-0004;Micropipeta F1N 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH03983;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;PIP-512-0005;Micropipeta F1N 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH03997;EM USO;;SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;PIP-512-0006;Micropipeta F1N 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH03998;EM USO;Biocarga;SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;PIP-512-0007;Micropipeta F1N 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH04004;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;PIP-512-0008;Micropipeta F1N 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1N;UH04005;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;PIP-512-0009;Micropipeta Multicanal F1 8CH 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1-CLIPTIP 8 CH;TH60548;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;PIP-512-0010;Micropipeta Multicanal F1 8CH 30 a 300?l;N/A;B06;THERMO SCIENTIFIC;F1-CLIPTIP 8 CH;TH60561;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;PIP-512-0011;Micropipeta F1N 100 a 1000?L;N/A;B06;THERMO SCIENTIFIC;F1N;TU19325;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
pH do BDS; 
Determinação dos Agregados de Proteínas; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII
TTT";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;PIP-512-0012;Micropipeta F1N 100 a 1000?L;N/A;B06;THERMO SCIENTIFIC;F1N;TU19326;EM USO;Biocarga;SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;PIP-512-0014;Micropipeta F1N 2 a 20?L;N/A;B06;THERMO SCIENTIFIC;F1N;MH70103;EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII;
TTT ";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;PIP-512-0015;Micropipeta F1N 2 a 20?l;N/A;B06;THERMO SCIENTIFIC;F1N;MH70104;EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT ";;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;PIP-512-0016;Micropipeta F1N 2 a 20?l;N/A;B06;THERMO SCIENTIFIC;F1N;NH25091;EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT  ";;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;PIP-512-0017;Micropipeta F1N 2 a 20?l;N/A;B06;THERMO SCIENTIFIC;F1N;NH25095;EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT  ";;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;PIP-512-0018;Micropipeta F1N 2 a 20?l;N/A;B06;THERMO SCIENTIFIC;F1N;NH25096;EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS;
n-glicanos em rFVIII  ";;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;PIP-512-0019;Micropipeta monocanal volume variável 100 a 1000?l;1N311;B06;HTL Lab Solutions;DV-1000 COMFORT;140460984;FORA DE USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
pH do BDS; 
Determinação dos Agregados de Proteínas; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII
TTT";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Reprovado na calibração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;PIP-512-0020;Micropipeta monocanal volume variável 20 a 200?l;1N311;B06;HTL Lab Solutions;DV-200 COMFORT;140451003;EM USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT  ";;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Realizada calibração. Aguardando emissão dos certificados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;PIP-512-0021;Micropipeta monocanal volume variável 10 a 100?l;1N311;B06;HTL Lab Solutions;LM-100 SOFT;948140194;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Realizada calibração. Aguardando emissão dos certificados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;PIP-512-0022;Micropipeta monocanal volume variável 10 a 100?l;1N311;B06;HTL Lab Solutions;LM-100 SOFT;948140170;FORA DE USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Reprovado na calibração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;PIP-512-0023;Micropipeta monocanal volume variável 20 a 200?l;1N311;B06;HTL Lab Solutions;DV-200 COMFORT;140450986;FORA DE USO;"Determinação dos Agregados de Proteínas; 
Determinação de Tris e Histidina; 
Manitol e Trealose; 
Fator VIII recombinante em BDS; 
n-glicanos em rFVIII; 
TTT  ";;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;O instrumento não foi localizado nos laboratórios.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;PIP-512-0024;Micropipeta monocanal volume fixo com ejetor 100?l;1N311;B06;Digipet;VF-100;9050261;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Realizada calibração. Aguardando emissão dos certificados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;PIP-512-0025;Micropipeta monocanal volume fixo com ejetor 100?l;1N311;B06;Digipet;VF-100;9050266;FORA DE USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Reprovado na calibração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;PIP-512-0026;Micropipetador Multicanal Eletrônico 30 a 300?l;N310;B06;Thermo Scientific;Finnpipette FP-Novus MCP8 30-300µL;UH43047;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001711/2024-92;23/2025;DATAMED LTDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;PIP-512-0027;Micropipetador Multicanal Eletrônico 30 a 300?l;N310;B06;Mettler-Toledo;Rainin E4 XLS;C315978838;EM USO;"APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
pH do BDS";SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;POV-512-0001;Posto de Observação Visual;N311;B06;Reintech;VIP;2131;EM USO;"ANÁLISE DE AP, API E VP; 
APARÊNCIA DO BDS; 
APARÊNCIA E SOLUB. HEMO8R; 
DILUENTE sWFI PARA HEMO8R";SIM;ADQUIRIDO;INSTALADO;NÃO;NÃO;SIM;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;PPAD-512-0001;Conjunto de pesos padrão classe F1;N125;B06;Brasil Calibração;N/A;N/A;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;PPAD-512-0002;Peso padrão classe E2;N125;B06;Brasil Calibração;N/A;N/A;FORA DE USO;;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;"Recalibração realizada e o certificado de calibração foi reprovado novamente.
11/06: o peso será enviado para calibração novamente na trescal";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;PPAD-512-0003;Peso Padrão;N119;B06;WL;N.A.;N.A.;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;PPAD-512-0004;Peso Padrão;N119;B06;WL;N.A.;N.A.;EM USO;"FASE 2A - EMBALAGEM; 
ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;PPAD-512-0005;Peso padrão 1g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37324;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;PPAD-512-0006;Peso padrão 1g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37223;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;PPAD-512-0007;Peso padrão 2g classe E2 em aço inoxidável;N311;B06;Quanto Brasil;E2;6824;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;PPAD-512-0008;Peso padrão 10g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37424;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;PPAD-512-0009;Peso padrão 10g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37524;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;PPAD-512-0010;Peso padrão 10g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37624;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;PPAD-512-0011;Peso padrão 20g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37724;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;PPAD-512-0012;Peso padrão 20g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37824;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;PPAD-512-0013;Peso padrão 100g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;37924;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;PPAD-512-0014;Peso padrão 100g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;38024;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;PPAD-512-0015;Peso padrão 200g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;38124;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;PPAD-512-0016;Peso padrão 200g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;38224;EM USO;"ANÁLISE DE AP, API E VP; 
DILUENTE sWFI PARA HEMO8R; 
UMIDADE HEMO8R KARL FISHER";;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;PPAD-512-0017;Peso padrão 2000g classe F1 em aço inoxidável;N311;B06;Quanto Brasil;F1;38324;EM USO;DILUENTE sWFI PARA HEMO8R;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;REP-512-0001;Repipetador;N310;B06;Brand;Handy Step Touch S;23A37650;EM USO;;SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
